dimhash,segments,segt
0x12faf8377383b01ce390c53e97c277ed,ClassesOfPropertyPlantAndEquipment=ExplorationAndEvaluationAssets;,0
0x82b1cb1fb93cc8193e76004b2969454f,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2030;,0
0x1cd2c677c05e6bcddfae21cb59d368f3,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedDepreciationAmortisationAndImpairment;ClassesOfPropertyPlantAndEquipment=ConstructionInProgress;,0
0x6dc1e4ffd78b7cf5cb57ce78cd78d800,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2042;,0
0xb7eafbf990f808d7ac7b03654186e919,BorrowingsByName=ProductLoan;Maturity=NotLaterThanOneYear;ProductsAndServices=Uf6;,0
0xcc706a2e4fc44587d77cc75aa23fc932,TypesOfRisks=InterestRateRisk;,0
0xc26c16fe0f361eacc75d11bd95ac93c2,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2027;,0
0x39e14c6a692159d8c307bbcb275de897,Segments=FuelServices;TypesOfContracts=FixedpriceContracts;,0
0x7b3950585c346afd937ef0df5877b217,GeographicalAreas=NorthAmerica;Segments=FuelServices;,0
0x7017ecccab034e18f692bad57a91af4b,ClassesOfFinancialInstruments=AccountsPayableAndAccruedLiabilities;TypesOfRisks=CurrencyRisk;,0
0x9b86df3846f0c679d2e9d66d247ecde2,ClassesOfFinancialInstruments=TradeReceivables;TypesOfRisks=CurrencyRisk;,0
0x1703a2b12c051f0f73e380cf1484bdf8,Maturity=LaterThanThreeYearsAndNotLaterThanFiveYears;,0
0xbb8ee22aab87f1bfb053f379e8361292,BorrowingsByName=UsTermLoan;BusinessCombinations=WestinghouseElectricCompany;NonadjustingEventsAfterReportingPeriod=RepaymentOfBorrowingsTransaction;,0
0x4d0e9542874c7d0d97abdaeab825d244,CategoriesOfRelatedParties=OranoCanadaInc;ProductsAndServices=UraniumConversionSupply;,0
0x92ee5090f3082eb6cc3eed3eb195ee2a,TypesOfSharebasedPaymentArrangements=RestrictedShareUnitPlan;,0
0x2d8771c5bb0a9be2e98c47444c3333bf,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedDepreciationAmortisationAndImpairment;ClassesOfPropertyPlantAndEquipment=FixturesAndFittings;,0
0x5efcc2dd3a60783142fc17eb0e1e86b9,CategoriesOfFinancialLiabilities=FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognitionCategory;,0
0x707e3370f5e8cf6ab21847eedb4ddd1e,Maturity=LaterThanTwoYearsAndNotLaterThanThreeYears;,0
0x6131d326f3a16d06ffa8b8b2016eaad7,ClassesOfFinancialLiabilities=InterestRateSwapContract;Maturity=LaterThanThreeMonthsAndNotLaterThanOneYear;,0
0x0ceed441281a35a1d1bf36a7f5a9a7a5,ClassesOfAssets=CurrentPortionOfLongtermReceivablesInvestmentsAndOther;,0
0x8d6d79142ea9807c16074ca9bf6d4f01,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2039;,0
0x7ba7097751f02c11e3e007001b681a38,GeographicalAreas=DE;,0
0xcbc7af883d595aea51865952b706b2b2,ClassesOfFinancialLiabilities=LeaseLiabilities;Maturity=LaterThanThreeYearsAndNotLaterThanFiveYears;,0
0xe20326f1cb50a6036618742c9ee41b11,ClassesOfFinancialLiabilities=ForeignCurrencyContracts;Maturity=LaterThanFiveYears;,0
0xfaddab7801606ef4d87da7ed64cfb79a,ClassesOfFinancialAssets=InterestRateSwapContract;TypesOfRisks=InterestRateRisk;,0
0xf35f8ed033cc83ca2f2e3032004ea2b1,CategoriesOfRelatedParties=OranoCanadaInc;ProductsAndServices=Uranium;,0
0x19d7611d01ef580bb3b7efec60f404f2,TypesOfSharebasedPaymentArrangements=PerformanceShareUnitPlan;,0
0x14283e9f4e585589df01a272a595007e,TypesOfRisks=CurrencyRisk;,0
0x8194f90f8b8037815c92e952149a5c31,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiryNoExpiry;,0
0xef5dea5623ff918a5d84492309cdecb4,Maturity=LaterThanFiveYears;Segments=ReportableSegments;,0
0x1ea968806299d7cfcfec608a53656d2e,ClassesOfShareCapital=OrdinaryShares;,0
0x085b71842fc2f9693c365bea08c2ef86,ComponentsOfEquity=EquityAttributableToOwnersOfParent;SignificantInvestmentsInAssociates=WestinghouseElectricCompany;,0
0x31a1d9f8477276c0dc39a30105e4d658,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2036;,0
0x58abcd32842bd4cc92516652495662f6,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedDepreciationAmortisationAndImpairment;ClassesOfPropertyPlantAndEquipment=ExplorationAndEvaluationAssets;,0
0x427d8e89952554e124a9f80acdcd9943,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2036;,0
0x7fa2f60a02213815d09a503479c49d01,DefinedBenefitPlans=OtherBenefitPlans;,0
0xdc7b62d0ab1ee42ae3b6229fc4a9e1fb,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfPropertyPlantAndEquipment=Machinery;,0
0xa8a00db75dbc8dd7001672a6192ee1a0,JointOperations=CigarLake;,0
0xb77c08c7588a3a3fc761edbdbee4c7fa,BusinessCombinations=CigarLake;CategoriesOfRelatedParties=Idemitsu;,0
0x978e0229be3308ddb53835d3e61c789c,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2036;,0
0x5e62a683f1ff03c57136e7876ec3d2ee,ClassesOfFinancialLiabilities=LongtermDebt;Maturity=LaterThanOneYearAndNotLaterThanThreeYears;,0
0x05ee8b7fc920049483f9d51e36832b88,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2033;,0
0xb929cf0def200623ae010dd0862b97c1,Maturity=LaterThanFourYearsAndNotLaterThanFiveYears;Segments=ReportableSegments;,0
0x4ea4744e37c645095f8fce16f9329491,Maturity=LaterThanOneYearAndNotLaterThanTwoYears;Segments=FuelServices;,0
0x0721750a49555c55da224ce3e28a3a26,ClassesOfFinancialLiabilities=InterestRateSwapContract;,0
0xec3fbbf5cff67191ad996f04ff92102e,Maturity=LaterThanOneYearAndNotLaterThanTwoYears;Segments=ReportableSegments;,0
0x8e499bf9bd211e3f003de38c1c5ea874,Segments=OtherSegment;,0
0xa26d82f869f022d69b1636c04c2b3991,CategoriesOfFinancialAssets=FinancialAssetsAtFairValueThroughProfitOrLossCategory;,0
0x7a4ba03dcc9722830aba02471be206ab,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiryNoExpiry;,0
0x9d07cb44ff62c77ad359e5b7cd9867ce,Maturity=LaterThanTwoYearsAndNotLaterThanThreeYears;Segments=Uranium;,0
0x5c04a38d9a1d17d388d3be6964f3fa08,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2035;,0
0x4072b54e10791c0d5b06ddcf5f754046,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2030;,0
0x17518686f7fb0a73a1f15cbf4c16523b,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2028;,0
0x03dca9f0f6d296bf3bf194d0e3392158,ClassesOfFinancialInstruments=CashAndCashEquivalents;TypesOfRisks=CurrencyRisk;,0
0xdf4700d5a9bdfe8453e31246bc2c5c0a,Maturity=LaterThanTwoYearsAndNotLaterThanThreeYears;Segments=ReportableSegments;,0
0x35ccb786c210d4b6a9b48617fd07785b,ComponentsOfEquity=ReserveOfCashFlowHedges;,0
0x669440a764d51ccbda1953e8eed08b58,BorrowingsByName=SeriesG;,0
0x7d502eb4813cab2220ca3f35bf685e18,BorrowingsByName=SeriesHSeniorunSecuredDebenture;ClassesOfFinancialAssets=InterestRateSwapContract;TypesOfInterestRates=FloatingInterestRate;TypesOfRisks=InterestRateRisk;,0
0xc36ffb78b11ba63dc9e51a4cf01b7c53,Maturity=NotLaterThanOneYear;Segments=Uranium;,0
0xcb54d3a34e56bf018861e4bb3c260ea1,Maturity=LaterThanThreeYearsAndNotLaterThanFourYears;,0
0x5428e92f48b4126f6240a83226fed982,Maturity=NotLaterThanOneYear;Segments=ReportableSegments;,0
0xe7b06c577769c2d2a698675e2e028cbd,LiabilitiesArisingFromFinancingActivities=LeaseLiabilities;,0
0x72b8bc85643b31b7f818078a3b3f7784,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2043;,0
0xaaa63ccb09eb95eb322e27810e310be3,ComponentsOfEquity=ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome;,0
0xba4840e18991fb58d7dafad0ca4a9e68,SignificantInvestmentsInAssociates=WestinghouseElectricCompany;,0
0x371e0c172a64e35c1e0523e113d38bcb,ClassesOfFinancialLiabilities=AccountsPayableAndAccruedLiabilities;Maturity=LaterThanFiveYears;,0
0xa726e23f609fc1da9d72afe0e84a5456,DefinedBenefitPlans=PensionDefinedBenefitPlans;,0
0x7773b0c506b0a192042e0be994f48c79,LiabilitiesArisingFromFinancingActivities=DividendsPayable;,0
0x3402bf640f0287ada8973c2d97fd81da,ClassesOfPropertyPlantAndEquipment=Machinery;,0
0xae5b8a6331736f425eda51ac7d8fa8b4,PastDueStatus=LaterThanOneDayAndNotLaterThanThirtyDays;TypeOfCustomer=OtherCustomers;,0
0xd243f613cc6a42df5841532f45167cb2,BorrowingsByName=UsTermLoanTrancheOne;,0
0x154a1b7f56cebe86ab06a2b514692408,Range=BottomOfRange;RangesOfExercisePricesForOutstandingShareOptions=PriceRange11Dollars32CentsTo14Dollars70Cents;,0
0x38336db4ec686628f941ca21848c5ba0,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2031;,0
0xcdf28a6b68442d72b61812c8b0531fa1,GeographicalAreas=AsiaPacific;Segments=OtherSegment;,0
0xd174727c82091be74d37244a93354f5b,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiryNoExpiry;,0
0x8f8187d8f335b40e563e5bf4e4b1ae75,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2040;,0
0x1c3f30bb1b29024452bc4d1a730da3bf,TypesOfSharebasedPaymentArrangements=EmployeeShareOwnershipPlan;,0
0x18f473936814badba7db628df3edbddf,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2026;,0
0xb72357aa3f7766476b314a64c2413053,SignificantInvestmentsInSubsidiaries=CamecoAustraliaPtyLtd;,0
0xea87b5b5f184b0d961bb316f3ae382e9,Maturity=LaterThanThreeYearsAndNotLaterThanFourYears;Segments=Uranium;,0
0x3abc2d35a1547202d6fa560e79aca04b,ComponentsOfEquity=ReserveOfExchangeDifferencesOnTranslation;,0
0x5370929bca10260e98dc6128d2beca1c,TypeOfCustomer=CorporateCustomers;,0
0x76b903fe9092a186a6dd1a77efe33910,ClassesOfPropertyPlantAndEquipment=FixturesAndFittings;,0
0xa1d19cbe203dca1c61a4e92c4bf88708,PastDueStatus=LaterThanOneMonth;TypeOfCustomer=OtherCustomers;,0
0x4e997e880bbf781683ba1d6407e3ee63,ClassesOfFinancialLiabilities=LongtermDebt;Maturity=LaterThanThreeYearsAndNotLaterThanFiveYears;,0
0x693e1be8ca0206fcf95875c9c626fe2f,ActuarialAssumptions=ActuarialAssumptionOfLifeExpectancyAfterRetirement;DefinedBenefitPlans=PensionDefinedBenefitPlans;,0
0x1a79c291baebc83aef46195b18acdaff,ComponentsOfEquity=IssuedCapital;,0
0xaff8bc21e8965e6bba54967dd11575e0,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedDepreciationAmortisationAndImpairment;ClassesOfPropertyPlantAndEquipment=LandAndBuildings;,0
0xc471ed03eb5f76aeebc620760463bfec,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=DeferredTaxLiabilityInventories;,0
0x4651c4fe8009068da07009217b44f825,ClassesOfFinancialLiabilities=LeaseLiabilities;,0
0x1c873fef5049c1b628c9c5104b7312d4,BusinessCombinations=CigarLake;,0
0x9cd5cdf2a2cc7c17e8b37a6c47b102c9,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2039;,0
0x355f1c80cddee5b28f91459cef9326dc,Range=TopOfRange;RangesOfExercisePricesForOutstandingShareOptions=PriceRange14Dollars71CentsTo16Dollars38Cents;,0
0x7c13c0eebd8728ea9ab3e5eee93dc8be,TypeOfCustomer=OtherCustomers;,0
0x99874c828d8bd651a627f7f1c6d33f2e,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2037;,0
0x3b5a78dec0b4c75a3d9d9565587247f7,ComponentsOfEquity=RetainedEarnings;,0
0x848f6df618ac3af761d3fe8dd6648995,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2041;,0
0x197a6d9cbde1aed8effe2ce69e9ebfd6,Range=BottomOfRange;,0
0xaaa90d9206b6203bd049fe21925926f1,GeographicalAreas=KZ;,0
0x34233bf8f35c243a3e01e66494b12382,Range=TopOfRange;RangesOfExercisePricesForOutstandingShareOptions=PriceRange11Dollars32CentsTo14Dollars70Cents;,0
0x9a42fa371ab5e60412421c514cbbe6d6,ClassesOfShareCapital=Classbshares;,0
0xdf70dc687a6e1668d8119cb6c15578cb,GeographicalAreas=AsiaPacific;Segments=Uranium;,0
0xe2a85682cc27c81b6f94257869784136,GeographicalAreas=Europe;Segments=OtherSegment;,0
0x59d2b1d15b083a83cb03b6991f265440,ClassesOfFinancialLiabilities=LongtermDebt;,0
0xf91acc77340018f84d5024c77880fb0e,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2027;,0
0x2208ef3a66ccae91353a12f8bc3d0c65,ClassesOfFinancialInstruments=InterestRateSwapContract;TypesOfRisks=InterestRateRisk;,0
0x7459d8e3124847d5c3ed12ef82677523,GeographicalAreas=CA;,0
0x24a0414c130ebb0456cd3c081125ffee,GeographicalAreas=Europe;Segments=ReportableSegments;,0
0xf94223f4644ab33a53c746fcfd2e4244,Maturity=LaterThanFourYearsAndNotLaterThanFiveYears;,0
0xc394902731566608405d66f0046ba165,BorrowingsByName=ProductLoan;Maturity=LaterThanOneYearAndNotLaterThanTwoYears;ProductsAndServices=Uranium;,0
0x38bf2f7581ec0be9eed5cdf48d0d44d5,CategoriesOfFinancialLiabilities=FinancialLiabilitiesAtAmortisedCostCategory;,0
0x92bcb20d173e95f9bad7ff86a1f464d0,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=AccumulatedDepreciationAmortisationAndImpairment;ClassesOfIntangibleAssetsAndGoodwill=IntellectualProperty;,0
0xbc8857a13ad1bb60faf1791279e25276,GeographicalAreas=NorthAmerica;Segments=OtherSegment;,0
0x21536b8fbab171a851e28cb3f434045d,LevelsOfFairValueHierarchy=AtFairValue;,0
0xa1ef62f6db5758d439a1c8abc315fa0c,ClassesOfPropertyPlantAndEquipment=LandAndBuildings;,0
0x3dc6ac981f32eae73fea5f7e48208a82,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2030;,0
0xe9ab91dde2ee04a3c7eef212ecd8a0a9,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2026;,0
0xb507a61eb42b2e5c5b1d1d3c9533d2f9,Range=TopOfRange;TypesOfSharebasedPaymentArrangements=PhantomStockOptionPlan;,0
0x8b5f8069ece1ccd5753241ae408a38ef,ExternalCreditGrades=InvestmentGradeRating;,0
0x71ae3b6bab2a0563873a4796a44d2e20,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2042;,0
0x42309708659f4fa2408fc469b8d98e2b,Maturity=LaterThanThreeYearsAndNotLaterThanFourYears;Segments=ReportableSegments;,0
0x64a46027ebd228a5793a32d84c8a56a4,BorrowingsByName=SeriesHSeniorunSecuredDebenture;ClassesOfFinancialAssets=InterestRateSwapContract;TypesOfInterestRates=FixedInterestRate;TypesOfRisks=InterestRateRisk;,0
0xfbe3d4d6af9be10a61d9cf61b48de947,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2041;,0
0xbacfb4ba67452df0826d0e6dfa14cebf,BorrowingsByName=ProductLoan;ProductsAndServices=Uranium;,0
0x5e37229e1135a5d46ab5b2809ccc3f18,ActuarialAssumptions=ActuarialAssumptionOfDiscountRates;,0
0x2fbac8dd829345c197510a116bfd46c2,ClassesOfFinancialLiabilities=InterestRateSwapContract;Maturity=LaterThanOneYearAndNotLaterThanThreeYears;,0
0x51092f9d740f3e8f339c7e17aff6892b,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=DeferredTaxAssetsProvisionForReclamationt;,0
0x8c9d8e3dc25e0fcb37efe3e1ea777f84,DefinedBenefitPlans=OtherBenefitPlans;NetDefinedBenefitLiabilityAsset=PlanAssets;,0
0xa778afd619e33839d0bec93153796bdf,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2029;,0
0xdc046cbda50254d6deecfadb0aa654e8,ComponentsOfEquity=NoncontrollingInterests;,0
0x4bbb4f9069c0874b1211807e59ddba30,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2037;,0
0xef8038845a189b9df64eb3c44507b8fa,BorrowingsByName=ProductLoan;Maturity=LaterThanTwoYearsAndNotLaterThanThreeYears;ProductsAndServices=Uf6;,0
0xefa0a9ea90eabc117ec761a830771f5a,ClassesOfProvisions=OtherEnvironmentRelatedProvision;,0
0xae4945bf8171d5724af9497ddb1c0d8b,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2026;,0
0x59da69df962a2e4e58e9ce4c0a9ce192,ActuarialAssumptions=ActuarialAssumptionOfDiscountRates;DefinedBenefitPlans=OtherBenefitPlans;,0
0x697acbf4050305b4a6da716d4370e862,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2034;,0
0xd1e2eb651b36928c8a9a8202611282d6,Segments=Uranium;TypesOfContracts=Marketpricecontractsmember;,0
0x5393e08e3b18cc31972563837f69e001,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2042;,0
0xdc7a1138cb45a2d1e827c507c59c315b,BorrowingsByName=UsTermLoanTrancheTwo;TypesOfInterestRates=FloatingInterestRate;,0
0x09be7c96f0191626f10d1d6fd8392325,BorrowingsByName=ProductLoan;Range=BottomOfRange;,0
0x81f564869d544652cecc0a9ca05a257a,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=DeferredTaxAssetsInventories;,0
0x7c1a97a060234e6375b13e319aff341f,PastDueStatus=LaterThanOneMonth;,0
0xc080f97eb29ad04f5d1abb34bb437644,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2041;,0
0xe503dc6c9d3172e925475fafe43b4bec,ClassesOfProvisions=ProvisionForDecommissioningRestorationAndRehabilitationCosts;Segments=FuelServices;,0
0x67708ecdf5eb31d884678b6ebc1b3aad,ClassesOfFinancialLiabilities=LeaseLiabilities;Maturity=LaterThanOneYearAndNotLaterThanThreeYears;,0
0x515c503fd395cc5a10d51f231ca59ef2,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfPropertyPlantAndEquipment=FixturesAndFittings;,0
0xa947f8cc1fdaf5ebd13cf64d2592b1c8,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2037;,0
0x6f15f6061175a12796d526de8ded78c6,Maturity=LaterThanFourYearsAndNotLaterThanFiveYears;Segments=FuelServices;,0
0xd0d8c6a75cdb322ade4a569a512f8d67,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2039;,0
0xf63a974991c15a4a69ddbfd51669f48b,RangesOfExercisePricesForOutstandingShareOptions=PriceRange11Dollars32CentsTo14Dollars70Cents;,0
0x329f82da28f342378198ace9001c3cf5,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2040;,0
0xf48f400c2f05281f83caf524c245f952,ClassesOfFinancialLiabilities=LongtermDebt;Maturity=LaterThanFiveYears;,0
0xf7acf0464b1e5f7eced7102eeb3203c0,SignificantInvestmentsInSubsidiaries=CamecoUsHoldingsInc;,0
0xb5e2fdd972a35c82c0ea0dfaad241d2e,Segments=FuelService;,0
0x74b1efd5d58400255de82d64ef635dd9,GeographicalAreas=NorthAmerica;Segments=ReportableSegments;,0
0xbbcc33a797914180a540eb833dcc4970,ClassesOfAssets=LongTermReceivablesInvestmentsAndOther;,0
0x0210e0aeffbb8f4ee1871592c9967d79,PastDueStatus=LaterThanOneDayAndNotLaterThanThirtyDays;,0
0x22240dfc09a183e1058f2cdf6d32aa7f,ClassesOfAssets=GlobalEquitySecurities;DefinedBenefitPlans=PensionDefinedBenefitPlans;,0
0x862e272abfa338941f6845787d518f4c,BorrowingsByName=UsTermLoanTrancheOne;TypesOfInterestRates=FloatingInterestRate;,0
0x9f4bcec221df02b54e4ceff7afb0d588,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2037;,0
0x10b0c423af5d70968ce25825344a0cf5,SignificantInvestmentsInSubsidiaries=CamecoInc;,0
0x1ead583c8a65164a8c98c90c017fe9f8,JointOperations=KeyLake;,0
0x513729a655f6338a1bfca518941c395d,CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmount=GrossCarryingAmount;ClassesOfIntangibleAssetsAndGoodwill=CustomerrelatedIntangibleAssets;,0
0xb00d517922c65d058fa148f7fda5e293,Segments=Adjustments;,0
0xd022ac3fb468495cb47b2a69ac5d1533,Segments=Uranium;,0
0x3669020ea12db34848c545d4a3b68336,Maturity=LaterThanFiveYears;Segments=Uranium;,0
0xd80f8d8d73e338fa4a376fb98e216b49,ClassesOfFinancialInstruments=LongtermDebt;TypesOfRisks=CurrencyRisk;,0
0xd9c0dd818ff2aff039553d2b460d0f9a,ClassesOfFinancialInstruments=FloatingInterestRate;TypesOfRisks=InterestRateRisk;,0
0xc05b624aeb65bbff90e4029c1bc839c9,GeographicalAreas=CA;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxExpiry2032;,0
0x4f485fd4695fe949520de6b8c28656da,SignificantInvestmentsInAssociates=JvInkaiAssociate;,0
0xe2840d5075df02d01bfb3a99cfa99390,ClassesOfShareCapital=OrdinaryShares;ClassesOfShareHolders=ShareHolderResident;Range=TopOfRange;,0
0x88face586e8d7064c45d627f3b5cf09a,Segments=ReportableSegments;TypesOfContracts=FixedpriceContracts;,0
0x3c1a6243db6ff6984e8d073eff66a95f,TypesOfSharebasedPaymentArrangements=DeferredShareUnitPlan;,0
0x92478f1cdadcc3614b297d0eb0afd041,IncomeTaxAuthority=CanadianRevenueAgency;,0
0x532e6175109a9179453944ef40d84383,LevelsOfFairValueHierarchy=Level1OfFairValueHierarchy;,0
0xbd46ac2948317917f501ca533bd9dca4,LevelsOfFairValueHierarchy=Level2OfFairValueHierarchy;,0
0x0f25f3075388853dd183353a7504d274,GeographicalAreas=CH;,0
0xb31414299d90aa95fa80282be31d45e5,CategoriesOfFinancialAssets=FinancialAssetsAtFairValueThroughProfitOrLossCategory;ClassesOfFinancialAssets=InterestRateSwapContract;,0
0xccda340d260acaa158a1c0177cfe14a6,ClassesOfFinancialAssets=OtherEquitySecurities;,0
0x1578eda0e209d71895976a6612ecddab,SignificantInvestmentsInSubsidiaries=NukemInc;,0
0x289d5ee2c26b9489134317182cdd36f5,ClassesOfFinancialAssets=ForeignCurrencyContracts;LevelsOfFairValueHierarchy=AtFairValue;,0
0x0e4a3216cd8a0444b86447dac9b2c69b,GeographicalAreas=ForeignCountries;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=Unusedtaxexpiry203;,0
0x09b07d912537c4a6dd4630d86f4121b1,BorrowingsByName=SeriesE;,0
0x5740aa490c6a4a2dfc658f4e2880dc01,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=Unusedtaxexpiry2039;,0
0x39f935d70fa4eb576adc1e2b6ea3a6a6,CategoriesOfFinancialLiabilities=FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognitionCategory;ClassesOfFinancialAssets=UraniumContracts;,0
0x6819b778a6940a2bd24df97cb48e8024,GeographicalAreas=US;TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=Unusedtaxexpiry2038;,0
0x68c42fb650d49ba83e7748171705243e,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=Unusedtaxexpiry203;,0
0x7bd15230baa27eb9f308d00ba1031726,BorrowingsByName=SeriesD;,0
